SID,ISO_TIME,LAT,LON,WIND,PRES,GEN_LAT,GEN_LON,LANDFRAC
1851187N22262,1851-07-05 12:00:00,22.2,-97.6,80.0,,22.2,-97.6,0.0
1851187N22262,1851-07-05 12:00:00,22.2,-97.6,80.0,,22.2,-97.6,0.0
1851192N12300,1851-07-10 12:00:00,12.0,-60.0,50.0,,12.0,-60.0,0.0
1851192N12300,1851-07-10 12:00:00,12.0,-60.0,50.0,,12.0,-60.0,0.0
1851214N14321,1851-08-07 12:00:00,17.1,-63.0,,,13.5,-39.0,0.0
1851214N14321,1851-08-07 12:00:00,17.1,-63.0,,,13.5,-39.0,0.0
1851228N13313,1851-08-28 06:00:00,54.5,-46.0,40.0,,13.3667,-47.2,0.0
1851228N13313,1851-08-28 06:00:00,54.5,-46.0,40.0,,13.3667,-47.2,0.0
1851241N27280,1851-09-04 12:00:00,35.1,-74.7,,,27.0,-80.0,0.0
1851241N27280,1851-09-04 12:00:00,35.1,-74.7,,,27.0,-80.0,0.0
1851250N20278,1851-09-08 12:00:00,26.8,-78.2,,,20.0,-82.0,0.0
1851250N20278,1851-09-08 12:00:00,26.8,-78.2,,,20.0,-82.0,0.0
1851254N34316,1851-09-12 18:00:00,46.6,-34.7,,,34.2,-44.2,0.0
1851254N34316,1851-09-12 18:00:00,46.6,-34.7,,,34.2,-44.2,0.0
1851256N33287,1851-09-16 18:00:00,32.5,-73.5,50.0,,32.5,-73.5,0.0
1851256N33287,1851-09-16 18:00:00,32.5,-73.5,50.0,,32.5,-73.5,0.0
1851260N32298,1851-09-27 12:00:00,40.0,-68.0,,,31.5,-62.5,0.0
1851260N32298,1851-09-27 12:00:00,40.0,-68.0,,,31.5,-62.5,0.0
1851283N24298,1851-10-14 12:00:00,49.8,-60.5,,,23.7,-61.6,0.0
1851283N24298,1851-10-14 12:00:00,49.8,-60.5,,,23.7,-61.6,0.0
1851309N19282,1851-11-19 12:00:00,35.5,-30.9,,,19.1,-77.6,0.0
1851309N19282,1851-11-19 12:00:00,35.5,-30.9,,,19.1,-77.6,0.0
1852232N21293,1852-08-30 00:00:00,41.0,-68.0,50.0,961.0,20.6333,-67.3333,0.0
1852232N21293,1852-08-30 00:00:00,41.0,-68.0,50.0,961.0,20.6333,-67.3333,0.0
1852241N34278,1852-08-31 12:00:00,44.7,-66.0,,,33.6,-82.5,0.0
1852241N34278,1852-08-31 12:00:00,44.7,-66.0,,,33.6,-82.5,0.0
1852247N14309,1852-09-16 18:00:00,35.8,-26.0,70.0,,14.0,-51.2,0.0
1852247N14309,1852-09-16 18:00:00,35.8,-26.0,70.0,,14.0,-51.2,0.0
1852247N32318,1852-09-06 12:00:00,44.0,-24.5,,,32.0,-42.5,0.0
1852247N32318,1852-09-06 12:00:00,44.0,-24.5,,,32.0,-42.5,0.0
1852264N13309,1852-10-04 12:00:00,43.6,-31.7,70.0,,13.0,-50.6,0.0
1852264N13309,1852-10-04 12:00:00,43.6,-31.7,70.0,,13.0,-50.6,0.0
1852270N20295,1852-09-28 21:00:00,28.3225,-70.4649,,,19.9,-65.1,0.0
1852270N20295,1852-09-28 21:00:00,28.3225,-70.4649,,,19.9,-65.1,0.0
1852271N15328,1852-10-05 06:00:00,44.0,-26.5,,,15.0,-31.9,0.0
1852271N15328,1852-10-05 06:00:00,44.0,-26.5,,,15.0,-31.9,0.0
1852278N14293,1852-10-12 18:00:00,41.0,-50.0,60.0,,14.0,-67.0,0.0
1852278N14293,1852-10-12 18:00:00,41.0,-50.0,60.0,,14.0,-67.0,0.0
1852331N24274,1852-11-27 12:00:00,28.4,-73.7,,,23.5,-86.2,0.0
1852331N24274,1852-11-27 12:00:00,28.4,-73.7,,,23.5,-86.2,0.0
1853216N26294,1853-08-05 12:00:00,33.3,-69.2,,,25.5,-66.5,0.0
1853216N26294,1853-08-05 12:00:00,33.3,-69.2,,,25.5,-66.5,0.0
1853218N33291,1853-08-05 12:00:00,32.5,-69.0,50.0,,32.5,-69.0,0.0
1853218N33291,1853-08-05 12:00:00,32.5,-69.0,50.0,,32.5,-69.0,0.0
1853223N12300,1853-08-10 12:00:00,12.0,-60.0,40.0,,12.0,-60.0,0.0
1853223N12300,1853-08-10 12:00:00,12.0,-60.0,40.0,,12.0,-60.0,0.0
1853228N14322,1853-08-22 12:00:00,41.0,-54.0,,,14.4,-38.5,0.0
1853228N14322,1853-08-22 12:00:00,41.0,-54.0,,,14.4,-38.5,0.0
1853238N18281,1853-08-27 12:00:00,19.4,-80.3,,,17.6,-78.7,0.0
1853238N18281,1853-08-27 12:00:00,19.4,-80.3,,,17.6,-78.7,0.0
1853242N12336,1853-09-11 06:00:00,55.8,-13.5,70.0,924.0,11.7667,-23.8667,0.0
1853242N12336,1853-09-11 06:00:00,55.8,-13.5,70.0,924.0,11.7667,-23.8667,0.0
1853245N34311,1853-09-05 18:00:00,50.0,-44.0,,,33.5,-49.0,0.0
1853245N34311,1853-09-05 18:00:00,50.0,-44.0,,,33.5,-49.0,0.0
1853251N37307,1853-09-10 18:00:00,48.0,-27.5,90.0,,37.0,-53.0,0.0
1853251N37307,1853-09-10 18:00:00,48.0,-27.5,90.0,,37.0,-53.0,0.0
1853252N40301,1853-09-10 18:00:00,46.2,-36.2,70.0,,39.9,-59.4,0.0
1853252N40301,1853-09-10 18:00:00,46.2,-36.2,70.0,,39.9,-59.4,0.0
1853265N20265,1853-09-21 12:00:00,20.0,-95.0,50.0,,20.0,-95.0,0.0
1853265N20265,1853-09-21 12:00:00,20.0,-95.0,50.0,,20.0,-95.0,0.0
1853268N27293,1853-09-29 18:00:00,37.2,-45.6,,,26.5,-67.5,0.0
1853268N27293,1853-09-29 18:00:00,37.2,-45.6,,,26.5,-67.5,0.0
1853269N26298,1853-10-01 06:00:00,38.0,-56.8,70.0,,25.8,-62.0,0.0
1853269N26298,1853-10-01 06:00:00,38.0,-56.8,70.0,,25.8,-62.0,0.0
1853270N14327,1853-09-28 12:00:00,15.6,-37.0,,,14.4,-32.6,0.0
1853270N14327,1853-09-28 12:00:00,15.6,-37.0,,,14.4,-32.6,0.0
1853272N15323,1853-09-28 12:00:00,15.0,-37.0,50.0,,15.0,-37.0,0.0
1853272N15323,1853-09-28 12:00:00,15.0,-37.0,50.0,,15.0,-37.0,0.0
1853318N20288,1853-11-28 18:00:00,27.7,-55.6,,,20.5,-72.0,0.0
1853318N20288,1853-11-28 18:00:00,27.7,-55.6,,,20.5,-72.0,0.0
1854236N33305,1854-08-23 12:00:00,33.0,-55.0,60.0,,33.0,-55.0,0.0
1854236N33305,1854-08-23 12:00:00,33.0,-55.0,60.0,,33.0,-55.0,0.0
1854246N25300,1854-09-12 18:00:00,40.2,-48.0,80.0,950.0,24.5,-59.8,0.0
1854246N25300,1854-09-12 18:00:00,40.2,-48.0,80.0,950.0,24.5,-59.8,0.0
1854253N14303,1854-09-15 12:00:00,20.7,-74.3,,,14.0,-57.5,0.0
1854253N14303,1854-09-15 12:00:00,20.7,-74.3,,,14.0,-57.5,0.0
1854253N35280,1854-09-14 12:00:00,49.8,-25.7,,,35.4,-80.0,0.0
1854253N35280,1854-09-14 12:00:00,49.8,-25.7,,,35.4,-80.0,0.0
1854258N13329,1854-09-25 06:00:00,49.0,-42.0,,,12.7,-31.0,0.0
1854258N13329,1854-09-25 06:00:00,49.0,-42.0,,,12.7,-31.0,0.0
1854279N12297,1854-10-15 18:00:00,35.0,-38.5,,,12.0,-62.8,0.0
1854279N12297,1854-10-15 18:00:00,35.0,-38.5,,,12.0,-62.8,0.0
1854287N18296,1854-10-27 12:00:00,49.0,-38.0,,,17.5,-64.3,0.0
1854287N18296,1854-10-27 12:00:00,49.0,-38.0,,,17.5,-64.3,0.0
1854293N25292,1854-10-22 18:00:00,34.2,-58.7,50.0,,25.0,-67.6,0.0
1854293N25292,1854-10-22 18:00:00,34.2,-58.7,50.0,,25.0,-67.6,0.0
1854309N22294,1854-11-05 12:00:00,25.2,-63.5,,,22.0,-65.8,0.0
1854309N22294,1854-11-05 12:00:00,25.2,-63.5,,,22.0,-65.8,0.0
1855222N44318,1855-08-11 06:00:00,54.0,-24.0,90.0,,44.0,-42.0,0.0
1855222N44318,1855-08-11 06:00:00,54.0,-24.0,90.0,,44.0,-42.0,0.0
1855224N13277,1855-08-11 12:00:00,12.5,-83.0,70.0,,12.5,-83.0,0.0
1855224N13277,1855-08-11 12:00:00,12.5,-83.0,70.0,,12.5,-83.0,0.0
1855244N12319,1855-09-02 12:00:00,13.8,-42.8,,,12.3,-41.1,0.0
1855244N12319,1855-09-02 12:00:00,13.8,-42.8,,,12.3,-41.1,0.0
1855263N24306,1855-09-28 12:00:00,43.0,-46.5,,,24.0,-54.0,0.0
1855263N24306,1855-09-28 12:00:00,43.0,-46.5,,,24.0,-54.0,0.0
1855270N33309,1855-10-19 00:00:00,38.6,-37.7,,,33.4,-51.0,0.0
1855270N33309,1855-10-19 00:00:00,38.6,-37.7,,,33.4,-51.0,0.0
1855308N24311,1855-11-09 12:00:00,36.5,-64.3,,,24.0,-48.8,0.0
1855308N24311,1855-11-09 12:00:00,36.5,-64.3,,,24.0,-48.8,0.0
1856224N14330,1856-08-23 12:00:00,47.8,-49.6,,,14.0,-30.0,0.0
1856224N14330,1856-08-23 12:00:00,47.8,-49.6,,,14.0,-30.0,0.0
1856226N11308,1856-08-16 06:00:00,17.0,-79.0,70.0,,10.8,-52.5,0.0
1856226N11308,1856-08-16 06:00:00,17.0,-79.0,70.0,,10.8,-52.5,0.0
1856232N33285,1856-08-21 12:00:00,41.0,-67.0,50.0,,32.5,-75.5,0.0
1856232N33285,1856-08-21 12:00:00,41.0,-67.0,50.0,,32.5,-75.5,0.0
1856235N13302,1856-09-03 18:00:00,39.5,-52.3,50.0,969.0,13.4,-58.0,0.0
1856235N13302,1856-09-03 18:00:00,39.5,-52.3,50.0,969.0,13.4,-58.0,0.0
1856246N35284,1856-09-05 12:00:00,44.0,-39.5,,,34.8,-76.5,0.0
1856246N35284,1856-09-05 12:00:00,44.0,-39.5,,,34.8,-76.5,0.0
1856254N09333,1856-09-22 18:00:00,36.5,-53.0,60.0,,9.0,-27.0,0.0
1856254N09333,1856-09-22 18:00:00,36.5,-53.0,60.0,,9.0,-27.0,0.0
1856263N32313,1856-09-20 21:00:00,34.8355,-50.2399,,,32.2,-46.7,0.0
1856263N32313,1856-09-20 21:00:00,34.8355,-50.2399,,,32.2,-46.7,0.0
1856266N40308,1856-09-23 12:00:00,48.6,-42.0,,,40.0,-52.2,0.0
1856266N40308,1856-09-23 12:00:00,48.6,-42.0,,,40.0,-52.2,0.0
1856272N11336,1856-10-01 12:00:00,14.8,-42.5,,,11.4,-23.6,0.0
1856272N11336,1856-10-01 12:00:00,14.8,-42.5,,,11.4,-23.6,0.0
1856287N31319,1856-10-18 00:00:00,56.0,-20.0,,,30.8,-40.6,0.0
1856287N31319,1856-10-18 00:00:00,56.0,-20.0,,,30.8,-40.6,0.0
1857181N34286,1857-07-01 18:00:00,36.0,-66.0,50.0,,34.0,-74.5,0.0
1857181N34286,1857-07-01 18:00:00,36.0,-66.0,50.0,,34.0,-74.5,0.0
1857229N16276,1857-08-23 12:00:00,26.8,-79.0,,,15.8,-84.0,0.0
1857229N16276,1857-08-23 12:00:00,26.8,-79.0,,,15.8,-84.0,0.0
1857249N27286,1857-09-18 06:00:00,50.0,-30.0,40.0,961.0,26.8,-74.2,0.0
1857249N27286,1857-09-18 06:00:00,50.0,-30.0,40.0,961.0,26.8,-74.2,0.0
1857251N13300,1857-09-16 12:00:00,20.1,-94.8,,,12.8,-60.0,0.0
1857251N13300,1857-09-16 12:00:00,20.1,-94.8,,,12.8,-60.0,0.0
1857265N33287,1857-09-26 18:00:00,32.5,-73.5,70.0,,32.5,-73.5,0.0
1857265N33287,1857-09-26 18:00:00,32.5,-73.5,70.0,,32.5,-73.5,0.0
1857279N18282,1857-10-12 00:00:00,33.4,-67.6,,,18.0,-78.0,0.0
1857279N18282,1857-10-12 00:00:00,33.4,-67.6,,,18.0,-78.0,0.0
1857290N32325,1857-10-23 18:00:00,44.8,-29.5,,,32.0,-35.5,0.0
1857290N32325,1857-10-23 18:00:00,44.8,-29.5,,,32.0,-35.5,0.0
1857313N17300,1857-11-15 12:00:00,23.7,-82.0,,,17.3,-60.5,0.0
1857313N17300,1857-11-15 12:00:00,23.7,-82.0,,,17.3,-60.5,0.0
1858164N19275,1858-06-12 12:00:00,19.0,-85.5,70.0,,19.0,-85.5,0.0
1858164N19275,1858-06-12 12:00:00,19.0,-85.5,70.0,,19.0,-85.5,0.0
1858218N45320,1858-08-05 12:00:00,45.0,-40.0,70.0,,45.0,-40.0,0.0
1858218N45320,1858-08-05 12:00:00,45.0,-40.0,70.0,,45.0,-40.0,0.0
1858224N27287,1858-08-20 12:00:00,45.0,-53.2,,,27.0,-73.0,0.0
1858224N27287,1858-08-20 12:00:00,45.0,-53.2,,,27.0,-73.0,0.0
1858257N15325,1858-09-24 12:00:00,42.5,-31.0,,,14.5,-35.5,0.0
1858257N15325,1858-09-24 12:00:00,42.5,-31.0,,,14.5,-35.5,0.0
1858260N18319,1858-09-24 18:00:00,46.5,-45.2,50.0,,18.4,-41.4,0.0
1858260N18319,1858-09-24 18:00:00,46.5,-45.2,50.0,,18.4,-41.4,0.0
1858263N25299,1858-09-25 18:00:00,44.4,-45.6,,,25.1,-61.2,0.0
1858263N25299,1858-09-25 18:00:00,44.4,-45.6,,,25.1,-61.2,0.0
1858266N22286,1858-09-25 18:00:00,36.5,-72.6,80.0,,21.9,-74.0,0.0
1858266N22286,1858-09-25 18:00:00,36.5,-72.6,80.0,,21.9,-74.0,0.0
1858289N24311,1858-10-21 12:00:00,33.0,-34.5,,,24.0,-49.4,0.0
1858289N24311,1858-10-21 12:00:00,33.0,-34.5,,,24.0,-49.4,0.0
1858291N21287,1858-10-26 06:00:00,43.2,-56.0,60.0,,20.5,-72.7,0.0
1858291N21287,1858-10-26 06:00:00,43.2,-56.0,60.0,,20.5,-72.7,0.0
1858298N37296,1858-10-27 00:00:00,44.0,-53.5,,,37.1,-64.3,0.0
1858298N37296,1858-10-27 00:00:00,44.0,-53.5,,,37.1,-64.3,0.0
1858319N12280,1858-11-18 12:00:00,17.0,-78.5,,,11.8,-79.6,0.0
1858319N12280,1858-11-18 12:00:00,17.0,-78.5,,,11.8,-79.6,0.0
1859224N28287,1859-08-19 18:00:00,42.0,-56.5,90.0,,28.2,-73.2,0.0
1859224N28287,1859-08-19 18:00:00,42.0,-56.5,90.0,,28.2,-73.2,0.0
1859234N24275,1859-08-26 12:00:00,42.4,-67.5,,,24.0,-85.4,0.0
1859234N24275,1859-08-26 12:00:00,42.4,-67.5,,,24.0,-85.4,0.0
1859236N13337,1859-08-25 12:00:00,15.4,-29.0,,,12.5,-23.5,0.0
1859236N13337,1859-08-25 12:00:00,15.4,-29.0,,,12.5,-23.5,0.0
1859245N17300,1859-09-03 06:00:00,17.3,-65.4,70.0,,17.3,-59.7,0.0
1859245N17300,1859-09-03 06:00:00,17.3,-65.4,70.0,,17.3,-59.7,0.0
1859249N11324,1859-09-14 00:00:00,53.0,-37.0,70.0,,11.4,-36.0,0.0
1859249N11324,1859-09-14 00:00:00,53.0,-37.0,70.0,,11.4,-36.0,0.0
1859253N21275,1859-09-22 12:00:00,48.5,-40.0,70.0,,20.7,-85.5,0.0
1859253N21275,1859-09-22 12:00:00,48.5,-40.0,70.0,,20.7,-85.5,0.0
1859272N15322,1859-10-07 12:00:00,16.8,-44.5,,,14.9,-38.3,0.0
1859272N15322,1859-10-07 12:00:00,16.8,-44.5,,,14.9,-38.3,0.0
1859273N17289,1859-10-06 18:00:00,44.5,-61.0,110.0,938.0,16.5,-71.0,0.0
1859273N17289,1859-10-06 18:00:00,44.5,-61.0,110.0,938.0,16.5,-71.0,0.0
1859277N22287,1859-10-12 12:00:00,48.5,-30.3,,,22.0499,-72.6498,0.0
1859277N22287,1859-10-12 12:00:00,48.5,-30.3,,,22.0499,-72.6498,0.0
1859284N19293,1859-10-18 00:00:00,31.7,-74.8,,,19.0,-67.3,0.0
1859284N19293,1859-10-18 00:00:00,31.7,-74.8,,,19.0,-67.3,0.0
1859297N20267,1859-10-29 18:00:00,32.7,-63.5,40.0,989.0,20.0,-93.5,0.0
1859297N20267,1859-10-29 18:00:00,32.7,-63.5,40.0,989.0,20.0,-93.5,0.0
1859312N13278,1859-11-15 00:00:00,34.0,-68.0,,,12.8,-82.4,0.0
1859312N13278,1859-11-15 00:00:00,34.0,-68.0,,,12.8,-82.4,0.0
1860221N28276,1860-08-16 06:00:00,33.3,-72.0,50.0,,28.1,-84.0667,0.0
1860221N28276,1860-08-16 06:00:00,33.3,-72.0,50.0,,28.1,-84.0667,0.0
1860227N25311,1860-08-17 12:00:00,31.9,-51.8,,,25.1,-48.8,0.0
1860227N25311,1860-08-17 12:00:00,31.9,-51.8,,,25.1,-48.8,0.0
1860227N26291,1860-08-18 12:00:00,34.2,-57.3,,,26.4,-69.2,0.0
1860227N26291,1860-08-18 12:00:00,34.2,-57.3,,,26.4,-69.2,0.0
1860232N25291,1860-08-27 12:00:00,50.5,-59.5,,,25.0,-69.0,0.0
1860232N25291,1860-08-27 12:00:00,50.5,-59.5,,,25.0,-69.0,0.0
1860237N28283,1860-08-26 18:00:00,42.0,-67.1,70.0,,28.2,-77.1,0.0
1860237N28283,1860-08-26 18:00:00,42.0,-67.1,70.0,,28.2,-77.1,0.0
1860245N20333,1860-09-08 12:00:00,37.5,-26.5,,,20.5,-27.5,0.0
1860245N20333,1860-09-08 12:00:00,37.5,-26.5,,,20.5,-27.5,0.0
1860247N13298,1860-09-13 00:00:00,47.9,-40.5,,,12.5,-62.3,0.0
1860247N13298,1860-09-13 00:00:00,47.9,-40.5,,,12.5,-62.3,0.0
1860256N40310,1860-09-11 12:00:00,40.0,-50.5,70.0,,40.0,-50.5,0.0
1860256N40310,1860-09-11 12:00:00,40.0,-50.5,70.0,,40.0,-50.5,0.0
1860258N14336,1860-09-15 00:00:00,16.0,-30.0,,,14.4,-24.0,0.0
1860258N14336,1860-09-15 00:00:00,16.0,-30.0,,,14.4,-24.0,0.0
1860259N27296,1860-09-21 18:00:00,37.8,-64.8,,,26.5,-64.5,0.0
1860259N27296,1860-09-21 18:00:00,37.8,-64.8,,,26.5,-64.5,0.0
1860262N22294,1860-09-21 18:00:00,39.0,-68.5,60.0,,22.2,-66.1,0.0
1860262N22294,1860-09-21 18:00:00,39.0,-68.5,60.0,,22.2,-66.1,0.0
1860267N12318,1860-09-29 12:00:00,17.8,-45.9,,,12.0,-41.6,0.0
1860267N12318,1860-09-29 12:00:00,17.8,-45.9,,,12.0,-41.6,0.0
1860289N14290,1860-10-24 06:00:00,41.6667,-61.5,70.0,,13.8,-69.6,0.0
1860289N14290,1860-10-24 06:00:00,41.6667,-61.5,70.0,,13.8,-69.6,0.0
1861185N15303,1861-07-12 18:00:00,36.1,-66.8333,70.0,,14.5,-56.8,0.0
1861185N15303,1861-07-12 18:00:00,36.1,-66.8333,70.0,,14.5,-56.8,0.0
1861202N37285,1861-07-25 12:00:00,38.0,-65.0,,,36.5,-75.0,0.0
1861202N37285,1861-07-25 12:00:00,38.0,-65.0,,,36.5,-75.0,0.0
1861226N21290,1861-08-17 18:00:00,27.0,-85.6,50.0,,20.5,-70.0,0.0
1861226N21290,1861-08-17 18:00:00,27.0,-85.6,50.0,,20.5,-70.0,0.0
1861237N35296,1861-08-31 12:00:00,49.5,-34.8,90.0,,34.5,-64.0,0.0
1861237N35296,1861-08-31 12:00:00,49.5,-34.8,90.0,,34.5,-64.0,0.0
1861254N19314,1861-09-18 12:00:00,48.3,-30.1,,,19.0,-46.3,0.0
1861254N19314,1861-09-18 12:00:00,48.3,-30.1,,,19.0,-46.3,0.0
1861255N13337,1861-09-19 12:00:00,34.1,-44.9,,,13.5,-23.4,0.0
1861255N13337,1861-09-19 12:00:00,34.1,-44.9,,,13.5,-23.4,0.0
1861261N29310,1861-09-17 12:00:00,28.5,-50.0,70.0,,28.5,-50.0,0.0
1861261N29310,1861-09-17 12:00:00,28.5,-50.0,70.0,,28.5,-50.0,0.0
1861275N19299,1861-10-10 12:00:00,36.5,-67.5,,,18.7,-61.0,0.0
1861275N19299,1861-10-10 12:00:00,36.5,-67.5,,,18.7,-61.0,0.0
1861277N15320,1861-10-12 18:00:00,38.5,-21.5,,,15.0,-40.0,0.0
1861277N15320,1861-10-12 18:00:00,38.5,-21.5,,,15.0,-40.0,0.0
1861279N20314,1861-10-09 18:00:00,39.0,-48.5,50.0,,20.0,-46.0,0.0
1861279N20314,1861-10-09 18:00:00,39.0,-48.5,50.0,,20.0,-46.0,0.0
1861281N35285,1861-10-07 12:00:00,35.3,-75.3,50.0,,35.3,-75.3,0.0
1861281N35285,1861-10-07 12:00:00,35.3,-75.3,50.0,,35.3,-75.3,0.0
1861290N25292,1861-10-22 12:00:00,35.6,-70.0,,,25.0,-68.5,0.0
1861290N25292,1861-10-22 12:00:00,35.6,-70.0,,,25.0,-68.5,0.0
1862147N28285,1862-05-30 00:00:00,39.0,-56.5,,,27.5,-75.2,0.0
1862147N28285,1862-05-30 00:00:00,39.0,-56.5,,,27.5,-75.2,0.0
1862166N32284,1862-06-17 18:00:00,36.5,-71.3,50.0,,32.0,-75.6,0.0
1862166N32284,1862-06-17 18:00:00,36.5,-71.3,50.0,,32.0,-75.6,0.0
1862189N28275,1862-07-08 18:00:00,30.5,-86.2,,,28.0,-85.3,0.0
1862189N28275,1862-07-08 18:00:00,30.5,-86.2,,,28.0,-85.3,0.0
1862247N15326,1862-09-12 12:00:00,50.0,-26.3,,,15.0,-34.5,0.0
1862247N15326,1862-09-12 12:00:00,50.0,-26.3,,,15.0,-34.5,0.0
1862251N15325,1862-09-21 00:00:00,49.5,-40.0,80.0,,15.0,-34.8,0.0
1862251N15325,1862-09-21 00:00:00,49.5,-40.0,80.0,,15.0,-34.8,0.0
1862275N12308,1862-10-16 18:00:00,45.0,-55.0,,,12.2,-52.5,0.0
1862275N12308,1862-10-16 18:00:00,45.0,-55.0,,,12.2,-52.5,0.0
1862279N13299,1862-10-06 00:00:00,13.0,-61.0,50.0,,13.0,-61.0,0.0
1862279N13299,1862-10-06 00:00:00,13.0,-61.0,50.0,,13.0,-61.0,0.0
1862287N33290,1862-10-17 06:00:00,45.5,-60.0,50.0,,33.0,-69.6,0.0
1862287N33290,1862-10-17 06:00:00,45.5,-60.0,50.0,,33.0,-69.6,0.0
1862326N11280,1862-11-25 06:00:00,10.5,-80.0,40.0,,10.5,-80.0,0.0
1862326N11280,1862-11-25 06:00:00,10.5,-80.0,40.0,,10.5,-80.0,0.0
1863217N35284,1863-08-09 18:00:00,47.5,-42.5,,,34.5,-76.0,0.0
1863217N35284,1863-08-09 18:00:00,47.5,-42.5,,,34.5,-76.0,0.0
1863220N38309,1863-08-09 18:00:00,42.0,-45.8,70.0,,37.7,-50.8,0.0
1863220N38309,1863-08-09 18:00:00,42.0,-45.8,70.0,,37.7,-50.8,0.0
1863228N26299,1863-08-24 06:00:00,47.0,-41.0,,,25.5,-61.5,0.0
1863228N26299,1863-08-24 06:00:00,47.0,-41.0,,,25.5,-61.5,0.0
1863230N39302,1863-08-19 18:00:00,42.2,-47.5,70.0,,39.4,-58.5,0.0
1863230N39302,1863-08-19 18:00:00,42.2,-47.5,70.0,,39.4,-58.5,0.0
1863231N27293,1863-08-23 06:00:00,46.0,-61.7,60.0,975.0,26.5,-66.6,0.0
1863231N27293,1863-08-23 06:00:00,46.0,-61.7,60.0,975.0,26.5,-66.6,0.0
1863239N31281,1863-08-28 18:00:00,39.5,-70.5,80.0,,31.3,-78.7,0.0
1863239N31281,1863-08-28 18:00:00,39.5,-70.5,80.0,,31.3,-78.7,0.0
1863248N11308,1863-09-16 18:00:00,51.0,-34.3,50.0,,10.5,-52.5,0.0
1863248N11308,1863-09-16 18:00:00,51.0,-34.3,50.0,,10.5,-52.5,0.0
1863255N15300,1863-09-20 00:00:00,48.0,-65.2,,,14.5,-59.8,0.0
1863255N15300,1863-09-20 00:00:00,48.0,-65.2,,,14.5,-59.8,0.0
1863270N31290,1863-09-27 06:00:00,37.0,-72.8,40.0,,31.1,-70.1,0.0
1863270N31290,1863-09-27 06:00:00,37.0,-72.8,40.0,,31.1,-70.1,0.0
1863279N21300,1863-10-09 12:00:00,26.5,-56.8,,,21.0,-59.8,0.0
1863279N21300,1863-10-09 12:00:00,26.5,-56.8,,,21.0,-59.8,0.0
1864197N35285,1864-07-18 18:00:00,46.0,-44.0,60.0,,35.0,-75.5,0.0
1864197N35285,1864-07-18 18:00:00,46.0,-44.0,60.0,,35.0,-75.5,0.0
1864199N36291,1864-07-18 12:00:00,39.0,-67.0,,,36.0357,-69.0327,0.0
1864199N36291,1864-07-18 12:00:00,39.0,-67.0,,,36.0357,-69.0327,0.0
1864208N24271,1864-07-25 12:00:00,24.0,-89.0,60.0,,24.0,-89.0,0.0
1864208N24271,1864-07-25 12:00:00,24.0,-89.0,60.0,,24.0,-89.0,0.0
1864240N33319,1864-08-31 18:00:00,29.1,-29.1,,,33.0,-41.0,0.0
1864240N33319,1864-08-31 18:00:00,29.1,-29.1,,,33.0,-41.0,0.0
1864243N15338,1864-09-02 00:00:00,18.3,-28.7,,,15.0,-22.5,0.0
1864243N15338,1864-09-02 00:00:00,18.3,-28.7,,,15.0,-22.5,0.0
1864246N17315,1864-09-13 12:00:00,32.5,-65.5,,,17.3,-44.8,0.0
1864246N17315,1864-09-13 12:00:00,32.5,-65.5,,,17.3,-44.8,0.0
1864249N33288,1864-09-08 18:00:00,33.0,-72.5,50.0,,33.0,-72.5,0.0
1864249N33288,1864-09-08 18:00:00,33.0,-72.5,50.0,,33.0,-72.5,0.0
1864283N18290,1864-10-14 12:00:00,38.0,-22.0,,,17.7,-70.2,0.0
1864283N18290,1864-10-14 12:00:00,38.0,-22.0,,,17.7,-70.2,0.0
1864294N15326,1864-10-24 12:00:00,27.5,-30.0,,,14.5,-34.5,0.0
1864294N15326,1864-10-24 12:00:00,27.5,-30.0,,,14.5,-34.5,0.0
1864296N29288,1864-10-24 18:00:00,41.5,-61.5,70.0,,28.5,-72.0,0.0
1864296N29288,1864-10-24 18:00:00,41.5,-61.5,70.0,,28.5,-72.0,0.0
1865150N13280,1865-05-30 00:00:00,13.0,-80.0,50.0,,13.0,-80.0,0.0
1865150N13280,1865-05-30 00:00:00,13.0,-80.0,50.0,,13.0,-80.0,0.0
1865232N30282,1865-08-24 18:00:00,39.3,-69.0,60.0,,30.3,-78.3,0.0
1865232N30282,1865-08-24 18:00:00,39.3,-69.0,60.0,,30.3,-78.3,0.0
1865239N24282,1865-08-30 12:00:00,24.2,-83.0,,,24.2,-77.6,0.0
1865239N24282,1865-08-30 12:00:00,24.2,-83.0,,,24.2,-77.6,0.0
1865250N30268,1865-09-07 00:00:00,29.7,-92.0,60.0,,29.7,-92.0,0.0
1865250N30268,1865-09-07 00:00:00,29.7,-92.0,60.0,,29.7,-92.0,0.0
1865252N15319,1865-09-18 18:00:00,57.0,-26.0,,,15.0,-41.0,0.0
1865252N15319,1865-09-18 18:00:00,57.0,-26.0,,,15.0,-41.0,0.0
1865253N23279,1865-09-12 00:00:00,27.0,-88.0,,,23.2,-80.8,0.0
1865253N23279,1865-09-12 00:00:00,27.0,-88.0,,,23.2,-80.8,0.0
1865267N20287,1865-10-05 06:00:00,43.4,-47.3,,,20.0,-73.0,0.0
1865267N20287,1865-10-05 06:00:00,43.4,-47.3,,,20.0,-73.0,0.0
1865272N26291,1865-09-28 12:00:00,25.5,-69.5,70.0,,25.5,-69.5,0.0
